epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.006046270696740402,0.0,4.611051886861775,0.69164265129683
1,0.012105623671883031,0.0,4.608484327518446,0.5763688760806917
1,0.01816347962931583,4.166666666666667,4.6034003776339345,0.5763688760806917
1,0.024217173300291363,3.125,4.590211852904289,0.69164265129683
1,0.030290710926055908,2.5,4.577414582951278,1.2103746397694524
1,0.036293800253617135,2.0833333333333335,4.549595090101391,7.3198847262247835
1,0.042324110081321316,1.7857142857142858,4.510483990067161,8.99135446685879
1,0.04819808947412591,1.5625,4.452316544572329,8.99135446685879
1,0.05372634435954847,4.166666666666667,4.781761753943659,8.99135446685879
1,0.06025556765104595,5.0,4.408469296820153,8.99135446685879
1,0.06553059690877011,6.818181818181818,4.3957275586194156,8.99135446685879
1,0.07149335208692048,7.291666666666667,4.431245642323648,8.99135446685879
1,0.07683240928147969,9.615384615384615,4.4284423968759,8.99135446685879
1,0.08293952188993756,8.928571428571429,4.486481974201817,8.99135446685879
1,0.08955165461490029,8.333333333333334,4.399491288145566,8.99135446685879
1,0.09535522649162693,8.59375,4.450372767338555,8.99135446685879
1,0.10129994718652023,8.088235294117647,4.451675437013125,8.99135446685879
1,0.1071274575434233,8.333333333333334,4.442575160259476,9.567723342939482
1,0.11335235834121704,8.552631578947368,4.927538210345853,5.417867435158501
1,0.11947519402754934,8.125,4.43070080642876,9.855907780979827
1,0.12559145375301964,7.738095238095238,4.409557476571079,9.682997118155619
1,0.13145748314104583,7.386363636363637,4.4098386731565276,9.682997118155619
1,0.13752467318585043,7.065217391304348,4.40875671755883,9.682997118155619
1,0.1430173164919803,7.8125,4.379837188852547,9.682997118155619
1,0.14865926253168207,8.0,4.377137387403145,9.682997118155619
1,0.15454589504944652,7.6923076923076925,4.345931076234387,9.682997118155619
1,0.15998188633667795,8.333333333333334,4.306077680280132,9.740634005763688
1,0.16628990110598113,8.035714285714286,4.630767145464497,5.706051873198847
1,0.17231541244607224,7.758620689655173,4.305293067809074,9.682997118155619
1,0.17834863098044146,7.916666666666667,4.304442772667529,9.682997118155619
1,0.18417915607753552,8.064516129032258,4.333232421479467,9.682997118155619
1,0.19042684843665675,7.8125,4.687998102557275,7.492795389048991
1,0.19763949231097572,7.954545454545454,4.336074307217576,9.682997118155619
1,0.20280071057771382,8.823529411764707,4.324097664125504,9.682997118155619
1,0.20877767864026522,8.928571428571429,4.31489321713074,9.682997118155619
1,0.21425823914377312,9.375,4.313280862597277,9.682997118155619
1,0.2202615129320245,9.121621621621621,4.329073435699885,9.682997118155619
1,0.2254221674643065,9.210526315789474,4.3143005415041875,9.682997118155619
1,0.23158705077673258,8.974358974358974,4.298863805384131,9.682997118155619
1,0.23700196648898877,9.0625,4.296620210744269,9.682997118155619
1,0.2423076984129454,9.146341463414634,4.31493576440943,9.682997118155619
1,0.2475934696824927,9.523809523809524,4.329221633172804,9.682997118155619
1,0.2533618478398574,9.30232558139535,4.269274670956871,9.682997118155619
1,0.2589055729539771,9.090909090909092,4.271562286236319,13.314121037463977
1,0.2647433152324275,9.166666666666666,4.760043280465262,8.99135446685879
1,0.2712914426075785,8.967391304347826,4.310068268929759,8.99135446685879
1,0.2766740701700512,9.042553191489361,4.296891501422302,11.642651296829971
1,0.28199204927996585,8.854166666666666,4.274665385347357,9.682997118155619
1,0.2867561719919506,8.928571428571429,4.4241495121459256,9.682997118155619
1,0.29207806116656254,9.0,4.5302781520351285,5.417867435158501
1,0.29754967281692907,8.823529411764707,4.341108163930304,5.878962536023055
1,0.30316248285143,8.653846153846153,5.138179286833732,5.821325648414986
1,0.3100910710661035,8.726415094339623,4.301772007744433,6.455331412103747
1,0.3156294706620668,8.564814814814815,4.2786735818133375,12.737752161383286
1,0.32210606869898345,8.636363636363637,4.5405061464705225,8.87608069164265
1,0.327287799433658,8.705357142857142,4.247414105498845,9.971181556195965
1,0.3331607078251086,8.552631578947368,4.434345418956423,9.337175792507205
1,0.3383460333472804,8.405172413793103,4.511168933683826,9.682997118155619
1,0.3442580423857036,8.26271186440678,4.372037599713022,9.682997118155619
1,0.35151996549807096,8.125,4.828327484394548,0.5763688760806917
1,0.35801117859388654,7.991803278688525,4.550296979016423,4.956772334293948
1,0.36402223549391094,7.862903225806452,4.560954694923717,10.086455331412104
1,0.3697687500401547,7.936507936507937,4.6082443839394,9.682997118155619
1,0.37569698534513774,7.8125,27.93633310036725,9.682997118155619
1,0.41894105108160723,7.884615384615385,4.402784209097585,15.446685878962535
1,0.424835383264642,7.765151515151516,4.4225007092348445,9.682997118155619
1,0.4309697533908643,7.649253731343284,7.3791602218206025,1.5561959654178674
1,0.43932716783724335,7.536764705882353,4.392009207729919,5.706051873198847
1,0.44509760643306534,7.427536231884058,4.420211699701125,5.994236311239193
1,0.45088884328541,7.321428571428571,4.724884328754267,5.302593659942363
1,0.456038078508879,7.570422535211268,10.655390986649122,8.99135446685879
1,0.4676534803290116,7.465277777777778,36.68371335921749,1.037463976945245
1,0.501044740174946,7.363013698630137,6.010669409404702,4.034582132564841
1,0.5084765264862462,7.263513513513513,25.71003026566747,1.095100864553314
1,0.542030962517387,7.166666666666667,7.72738110854329,4.14985590778098
1,0.5469801046346363,7.2368421052631575,9.79148788276356,5.821325648414986
1,0.559353159289611,7.305194805194805,5.851954686476888,9.682997118155619
1,0.5680354328531968,7.211538461538462,26.016860605934248,4.6685878962536025
1,0.5946858490768232,7.2784810126582276,4.691727521782097,1.2103746397694524
1,0.6004876083449313,7.1875,5.230291098493585,2.76657060518732
1,0.6063205565276899,7.098765432098766,14.096224468424573,0.8069164265129684
1,0.6183358088919991,7.012195121951219,5.979648535152734,0.9221902017291066
1,0.628126406355908,6.927710843373494,4.872481194509339,8.069164265129682
1,0.6345190540740364,6.845238095238095,4.7646512875359175,3.919308357348703
1,0.6406877307515395,6.764705882352941,4.809138113452542,11.12391930835735
1,0.6463579933894308,6.8313953488372094,4.567509770942723,11.75792507204611
1,0.6523918518894597,6.752873563218391,4.324572246744886,11.75792507204611
1,0.6580962629694688,6.676136363636363,4.6621352274846375,5.475504322766571
1,0.6633781135082245,6.882022471910112,5.06640422069532,6.512968299711815
1,0.6714185811971364,6.805555555555555,11.586563055416406,0.4034582132564842
1,0.6855626303898661,6.730769230769231,7.153625681653001,1.7291066282420748
1,0.6942104744283777,6.657608695652174,6.14385612769061,5.763688760806916
1,0.7038156286666267,6.586021505376344,5.26386699808358,0.7492795389048992
1,0.7112627383909728,6.51595744680851,5.653443477120817,2.76657060518732
1,0.7191882155443493,6.447368421052632,4.5335596003290695,3.6887608069164264
1,0.724812095102511,6.380208333333333,5.014666172765916,1.4985590778097984
1,0.7306182989948674,6.314432989690721,5.233250241125783,5.706051873198847
1,0.7377723301711835,6.25,5.346947019550657,4.553314121037464
1,0.7446182392145458,6.186868686868687,5.710105455416139,6.974063400576369
1,0.7517788011776774,6.125,4.957736819570515,4.899135446685879
1,0.7576612996427636,6.188118811881188,5.025009016836843,3.6311239193083575
1,0.7637546222460897,6.25,5.089498358388101,4.14985590778098
1,0.7715816457020609,6.189320388349515,5.5647753834175075,1.8443804034582132
1,0.7790232692894182,6.1298076923076925,4.773484575034287,8.587896253602306
1,0.7856705969885776,6.071428571428571,5.553653123741325,9.106628242074928
1,0.7936834645898718,6.014150943396227,4.8977930721599385,7.492795389048991
1,0.7996922803552527,5.957943925233645,4.847202290038359,8.587896253602306
1,0.8057169465642227,6.1342592592592595,5.1512892125389,7.838616714697406
1,0.8120575343307695,6.192660550458716,5.596775590000065,4.783861671469741
1,0.8202952977858091,6.136363636363637,4.847842974596858,3.3429394812680115
1,0.8270949975440377,6.306306306306307,4.589211870448381,4.6685878962536025
1,0.8321958836756255,6.25,4.737571611931797,7.031700288184438
1,0.839401230059172,6.1946902654867255,4.414822177403534,8.87608069164265
1,0.8447345921867773,6.140350877192983,4.6371522466158535,9.452449567723344
1,0.8516154113568758,6.086956521739131,4.675927042411769,5.648414985590778
1,0.859047522042927,6.142241379310345,4.666285173134869,2.6512968299711814
1,0.8650025907315706,6.196581196581197,4.561573755905925,4.899135446685879
1,0.8709198512529072,6.25,4.868425467047274,9.106628242074928
1,0.8767387245830737,6.197478991596639,5.074046453572638,9.164265129682997
1,0.8838665529301292,6.145833333333333,5.706621257940196,0.8645533141210374
1,0.8909157683974818,6.095041322314049,5.011507060670633,7.262247838616715
1,0.8977044231013248,6.147540983606557,4.9775349083034675,4.956772334293948
1,0.9039461775829918,6.199186991869919,5.320296018354354,2.9971181556195967
1,0.9098074812638132,6.149193548387097,4.921353311582644,10.086455331412104
1,0.9159549173555877,6.1,4.667739642929921,12.046109510086456
1,0.9220768589722482,6.150793650793651,4.709005788723994,12.564841498559078
1,0.9279134706446999,6.200787401574803,4.709350170627717,11.00864553314121
1,0.9344279044552853,6.25,4.427773555852301,10.086455331412104
1,0.9397324844410545,6.2984496124031,4.459994625935357,8.184438040345821
1,0.9460763987741972,6.25,4.525145159339026,8.530259365994237
1,0.9521960089081212,6.202290076335878,4.538135788957095,7.665706051873199
1,0.9594165017730312,6.34469696969697,4.513055439918272,7.8962536023054755
1,0.965261069097017,6.390977443609023,4.434638750717936,9.048991354466859
